freq,Ang_0,Ang_45,Ang_90,Ang_135,Ang_180,Ang_225,Ang_270,Ang_315,Ang_360
5420000000,0.001404038,0.001283983,0.000842621,0.001229521,0.000811092,0.000873445,0.001243133,0.000782273,0.001330552
5420000000,0.001399146,0.001285514,0.00083394,0.001234999,0.000815874,0.000884491,0.001228523,0.000793348,0.001330169
5430000000,0.001392403,0.001285741,0.00082587,0.001239208,0.000822235,0.000896421,0.001211577,0.000805717,0.001327892
5440000000,0.001383878,0.001284703,0.000818488,0.001242204,0.000830132,0.000909178,0.00119242,0.000819277,0.001323786
5450000000,0.001373652,0.00128244,0.000811873,0.001244044,0.0008395,0.000922694,0.001171199,0.000833909,0.001317923
5460000000,0.001361814,0.001278993,0.0008061,0.001244788,0.000850256,0.000936886,0.001148082,0.000849477,0.001310387
5460000000,0.001348459,0.001274403,0.000801244,0.001244495,0.000862301,0.000951657,0.001123249,0.000865834,0.001301262
5470000000,0.001333684,0.001268707,0.00079737,0.001243217,0.000875514,0.000966896,0.001096895,0.000882816,0.001290639
5480000000,0.001317589,0.001261938,0.000794536,0.001241006,0.000889757,0.000982478,0.001069224,0.000900248,0.001278608
5490000000,0.001300273,0.001254124,0.000792789,0.001237903,0.000904879,0.000998269,0.001040445,0.000917944,0.00126526
5500000000,0.001281832,0.001245286,0.000792161,0.001233943,0.000920714,0.001014124,0.00101077,0.000935711,0.001250683
5500000000,0.00126236,0.001235439,0.000792672,0.001229153,0.000937089,0.001029889,0.000980414,0.000953351,0.001234959
5510000000,0.001241946,0.001224589,0.000794325,0.001223549,0.000953819,0.001045407,0.000949589,0.000970664,0.001218171
5520000000,0.001220676,0.001212738,0.000797107,0.00121714,0.000970719,0.001060514,0.000918506,0.000987447,0.001200395
5530000000,0.001198635,0.001199883,0.000800991,0.001209927,0.000987602,0.001075048,0.000887376,0.001003504,0.001181705
5540000000,0.001175903,0.001186019,0.00080593,0.001201904,0.001004283,0.001088845,0.000856408,0.001018642,0.001162175
5540000000,0.001152564,0.00117114,0.000811864,0.001193061,0.001020582,0.001101748,0.000825812,0.001032675,0.001141878
5550000000,0.001128704,0.001155242,0.000818715,0.001183385,0.001036324,0.001113602,0.0007958,0.001045431,0.001120892
5560000000,0.001104418,0.00113833,0.000826392,0.001172867,0.001051348,0.001124265,0.000766588,0.001056747,0.001099301
5570000000,0.00107981,0.001120421,0.000834787,0.001161502,0.001065501,0.001133605,0.000738393,0.001066481,0.0010772
5580000000,0.001054995,0.001101543,0.000843786,0.00114929,0.001078648,0.001141507,0.000711433,0.001074509,0.001054693
5580000000,0.001030104,0.001081742,0.000853265,0.001136241,0.001090669,0.001147871,0.000685921,0.001080727,0.001031899
5590000000,0.001005282,0.001061085,0.000863093,0.001122381,0.001101458,0.001152617,0.000662061,0.001085055,0.001008952
5600000000,0.000980689,0.001039659,0.000873136,0.001107745,0.001110932,0.001155685,0.000640043,0.001087436,0.000986
5610000000,0.000956501,0.001017576,0.00088326,0.001092386,0.001119022,0.001157037,0.000620032,0.001087838,0.000963205
5620000000,0.000932905,0.000994971,0.000893331,0.001076373,0.001125675,0.001156653,0.000602168,0.001086253,0.000940742
5620000000,0.000910095,0.000972005,0.000903215,0.001059791,0.001130856,0.001154535,0.000586561,0.001082696,0.000918798
5630000000,0.000888274,0.00094886,0.000912783,0.001042746,0.001134543,0.001150705,0.000573285,0.001077202,0.000897566
5640000000,0.000867641,0.000925738,0.000921907,0.001025357,0.001136729,0.001145203,0.000562383,0.001069829,0.000877241
5650000000,0.000848389,0.000902861,0.000930464,0.001007759,0.001137415,0.001138083,0.000553869,0.00106065,0.000858014
5660000000,0.000830698,0.000880462,0.000938333,0.000990103,0.001136615,0.001129417,0.00054773,0.001049758,0.000840071
5660000000,0.00081473,0.000858778,0.000945393,0.000972549,0.00113435,0.00111929,0.000543926,0.001037256,0.000823581
5670000000,0.000800623,0.000838049,0.000951532,0.000955265,0.001130649,0.001107799,0.000542397,0.001023264,0.000808696
5680000000,0.000788488,0.000818504,0.000956638,0.000938422,0.001125546,0.001095049,0.000543057,0.001007909,0.000795545
5690000000,0.000778409,0.000800356,0.000960602,0.000922192,0.001119081,0.001081152,0.000545798,0.000991326,0.00078423
5700000000,0.000770437,0.000783801,0.000963319,0.000906742,0.001111295,0.001066225,0.000550487,0.000973655,0.000774826
5700000000,0.000764596,0.000769004,0.000964689,0.000892231,0.001102235,0.001050388,0.000556959,0.000955041,0.000767383
5710000000,0.000760883,0.000756103,0.000964615,0.000878803,0.00109195,0.001033762,0.000565022,0.000935631,0.00076192
5720000000,0.000759266,0.000745207,0.000963007,0.000866593,0.00108049,0.001016471,0.000574456,0.000915574,0.000758433
5730000000,0.000759686,0.000736395,0.000959781,0.000855716,0.001067912,0.000998635,0.000585016,0.000895023,0.000756892
5740000000,0.000762062,0.000729716,0.000954861,0.000846269,0.001054276,0.000980378,0.000596434,0.000874132,0.000757242
5740000000,0.000766282,0.000725191,0.000948186,0.000838331,0.001039651,0.000961822,0.000608433,0.000853061,0.000759403
5750000000,0.000772213,0.000722811,0.000939708,0.000831956,0.001024116,0.000943092,0.000620734,0.000831972,0.000763273
